Date,Open,High,Low,Close,Volume
2025-01-02,76.2560908590592,76.604557978603,75.60755770295152,75.8592300415039,9321800
2025-01-03,76.00441108526539,76.17864462799264,75.54947492061372,75.82050323486328,6991300
2025-01-06,75.90762897240309,75.92699236091728,74.9396663258232,75.02678680419922,9275700
2025-01-07,75.22037789981924,75.65596553056528,74.6589577810634,74.76543426513672,11112800
2025-01-08,74.68800199011598,74.97838635557834,74.2136949720802,74.90094757080078,9277400
2025-01-10,74.42664662594247,74.85255254974332,73.79746943440999,73.8942642211914,13943200
2025-01-13,73.95234636592805,74.20401871737275,73.62323523173593,74.02010345458984,9490900
2025-01-14,74.10722395334415,74.19434443888474,73.69099968568689,74.03946685791016,7763700
2025-01-15,74.44601091756422,74.67831988565209,73.67163784397941,73.78779602050781,11426800
2025-01-16,73.64260424618399,74.41696997791311,73.38125018068628,74.33953857421875,11223400
2025-01-17,74.4750498962751,74.92031183650484,74.38792941613826,74.76543426513672,10524800
2025-01-21,74.91062796317559,75.40429097634129,74.83318917974394,75.11389923095703,8849500
2025-01-22,75.45268710408745,75.45268710408745,74.67832139977115,74.74607849121094,8357500
2025-01-23,74.63960026120768,75.04614280033857,74.33953420398757,75.01710510253906,7562500
2025-01-24,74.98806502542492,75.43332694248363,74.9493456345978,75.40428924560547,6685300
2025-01-27,76.1689755188021,77.59188165069247,76.15929382549879,77.44668579101562,17519900
2025-01-28,77.20470275888307,77.53380651393464,76.08186254406706,76.23674011230469,11664900
2025-01-29,76.35288195616427,76.75943183266236,76.2851248742426,76.42063903808594,10195100
2025-01-30,76.79813939004532,77.34020339901141,76.64326923388903,77.17565155029297,8192000
2025-01-31,76.49808547298325,77.02078617941831,76.40129068696983,76.44969177246094,10269000
2025-02-03,75.89795142531145,76.90462603603719,75.7237178609611,76.749755859375,13340800
2025-02-04,76.48840596174378,76.56584474675202,75.7914790515767,76.10122680664062,9307500
2025-02-05,76.0915344858121,76.59487174813472,75.68499199874753,76.57551574707031,8847800
2025-02-06,77.58220320002528,77.6015592024727,76.68199769436553,76.92398834228516,9846300
2025-02-07,76.94335262656504,77.12726790196969,76.58521115547512,76.8078384399414,8104000
2025-02-10,77.01109904469344,77.29180907377909,76.52711776384952,77.2821273803711,7949600
2025-02-11,77.39829622084254,78.04682945422425,77.11758615304241,78.02747344970703,9157100
2025-02-12,77.35957727068904,78.06619329161522,77.31118356663369,77.96939849853516,10564000
2025-02-13,78.17266431049597,78.87927289701813,77.95971134963655,78.81151580810547,10132300
2025-02-14,78.77280147561343,78.82120256436043,78.00811006022052,78.02747344970703,10470300
2025-02-18,77.77579933828571,78.32753776677879,77.34021908920086,78.30818176269531,10432400
2025-02-19,78.49209332148423,78.96640037086686,78.29850373171503,78.93736267089844,6450800
2025-02-20,77.97906866531483,78.62760925292969,77.8532361794932,78.62760925292969,14264000
2025-02-21,78.62761850472216,79.61493727380697,78.38562781392032,79.54718017578125,18203300
2025-02-24,79.2277415717004,80.15698483121881,79.18902217943268,79.7891616821289,14114200
2025-02-25,80.04082691184408,81.19269734311798,80.04082691184408,80.92166900634766,18198000
2025-02-26,80.61193111701868,80.68936990410737,79.22774418392758,79.37294006347656,19969500
2025-02-27,79.02446530271872,79.78915663545926,79.00510930029363,79.36325073242188,16613700
2025-02-28,80.04083772952876,80.46673629417107,79.50845529251423,80.41834259033203,15163900
2025-03-03,80.03115318995116,81.13463003383904,80.03115318995116,80.84423828125,18918900
2025-03-04,80.68935373800636,81.44436329843195,79.42132523959762,79.46971893310547,21845600
2025-03-05,79.31485447472929,80.09890178459715,79.18901461563665,79.79883575439453,13772700
2025-03-06,79.49876883424518,80.14730941455801,79.31486095472559,79.94403076171875,13729400
2025-03-07,79.43100269489804,80.75711401702029,79.41164669372144,80.20537567138672,19631100
2025-03-10,80.3312245290086,81.64765442660996,79.72141067047527,80.03115844726562,27412700
2025-03-11,79.86659870890986,79.9343557976449,78.80184129237277,78.85991668701172,27913700
2025-03-12,78.09522836835531,78.38562012281254,77.06919030321951,77.14662170410156,22000500
2025-03-13,77.2434186414379,77.55316637887104,76.64327916923743,76.7884750366211,18077400
2025-03-14,76.61424039669218,77.03046460536282,76.35288636207865,76.96270751953125,10251300
2025-03-17,77.09822970683241,78.3178647635704,77.03047261395638,78.0855484008789,12470000
2025-03-18,78.02747106623653,78.12426585580448,77.14662149573931,77.19502258300781,9461100
2025-03-19,77.02078900779787,77.2724613686498,76.60456476618353,77.19502258300781,12042700
2025-03-20,77.07886682012229,77.35957688814489,76.7013619594983,76.81752014160156,10954500
2025-03-21,76.75943734013808,76.98206460315359,76.45936391155355,76.7884750366211,11926200
2025-03-24,76.90329026164174,77.34118515203278,76.83517426857021,77.26333618164062,9586600
2025-03-25,77.12710754678407,77.22441505195921,76.31944114806568,76.56271362304688,12703200
2025-03-26,76.72814570959444,77.92504968702528,76.72814570959444,77.74989318847656,11491900
2025-03-27,77.97369738174734,78.79109682502221,77.9153143586875,78.6353988647461,9253000
2025-03-28,78.7424405959409,78.91759709196508,77.95424007587586,78.24617004394531,12493200
