Date,Open,High,Low,Close,Volume
2025-01-02,47.66810348269936,47.85453563292923,47.0401138197902,47.30504608154297,35879100
2025-01-03,47.57979227040449,47.70734933576332,47.17748856045373,47.677913665771484,25198100
2025-01-06,47.88396655240072,48.099838094579674,47.4424128266215,47.530723571777344,54289900
2025-01-07,47.736783449369916,47.84471547505507,47.21672963100273,47.42279052734375,57682700
2025-01-08,47.43260618732953,47.589602664954185,47.11861323208023,47.57979202270508,36422000
2025-01-10,47.1971047178987,47.23635476901818,46.26494033390201,46.43174743652344,53128700
2025-01-13,46.19625859736617,46.784994442534305,46.15700854286397,46.7653694152832,36002800
2025-01-14,46.95179865247367,47.38354173908372,46.84386662391214,47.34429168701172,39353300
2025-01-15,48.3549543569013,48.67876165953149,48.09002213013774,48.55120086669922,61176900
2025-01-16,48.531579093161795,48.914257754208315,48.531579093161795,48.8750114440918,33830400
2025-01-17,48.973131701571056,49.375435379918564,48.79651020931205,49.28712463378906,43693100
2025-01-21,49.453938227038584,49.75811679150463,49.44412384187382,49.69924545288086,33267500
2025-01-22,49.69924551595234,49.70905615803835,49.26750240234365,49.463748931884766,37226400
2025-01-23,49.542245303633955,49.83661320419387,49.53243091919709,49.7483024597168,32048800
2025-01-24,49.581491995545456,49.944549360698275,49.53243130225455,49.895484924316406,39088700
2025-01-27,49.80717276795962,50.4744086584657,49.66980133340087,50.44497299194336,61707400
2025-01-28,50.386098417059316,50.58234492970591,50.150605596356115,50.35666275024414,39885300
2025-01-29,50.219295751328254,50.76878528666941,50.209481366128806,50.31741714477539,43612200
2025-01-30,50.77859274735939,51.063150010855516,50.464599816291596,50.7982177734375,64250500
2025-01-31,50.8570920068974,50.99446344407134,50.474409619367364,50.503849029541016,40424200
2025-02-03,49.79736544763792,50.43516571415446,49.463747480136995,50.29779052734375,77416200
2025-02-04,50.35665992932717,50.42534564344216,50.04266702391847,50.18003845214844,41742700
2025-02-05,50.39591459754909,50.71971817332937,50.18004305163488,50.70990753173828,34758600
2025-02-06,51.00427894420215,51.15146477981892,50.788407383455215,51.131839752197266,34355900
2025-02-07,51.19071103493609,51.27902178758951,50.80803235446839,50.84728240966797,40601400
2025-02-10,50.93558739713366,51.00427311441303,50.22910145587055,50.44497299194336,37921500
2025-02-11,50.36647930573529,50.67065785751345,50.06229701086607,50.57253646850586,45162900
2025-02-12,50.31741587785326,50.415541011920965,49.96417288139176,50.39591598510742,45473100
2025-02-13,50.533287623373546,50.798219871734986,50.31741607068841,50.72953414916992,36372200
2025-02-14,50.798220123303,51.04352734599052,50.778595096317055,50.82765579223633,29574300
2025-02-18,50.90615084041777,51.22014375480152,50.77859004923351,51.190704345703125,33496800
2025-02-19,51.063152689162855,51.269209859154415,50.92578124250182,51.21033477783203,31748500
2025-02-20,51.131836161612526,51.17108621409961,50.0819215876745,50.425350189208984,47078900
